provider,name,chosen_solution,replicate,success,duration,total_decisions,unique_decisions
AlphabeticalRelevant,random-150-3,0,0,true,10448,178,178
AlphabeticalRelevant,random-40-7,0,2,true,212,38,38
AlphabeticalComplete,random-200-5,0,0,true,10267,621,621
AlphabeticalComplete,random-200-10,0,1,true,6908,463,463
AlphabeticalComplete,random-170-8,0,1,true,6775,502,502
AlphabeticalRelevant,random-60-9,0,2,true,1320,82,82
AlphabeticalUnsound,random-70-10,0,0,true,161,378,378
AlphabeticalUnsound,random-70-10,0,1,true,161,378,378
AlphabeticalComplete,random-70-5,0,2,true,1245,209,209
AlphabeticalRelevant,random-50-6,0,2,false,786,83,83
AlphabeticalComplete,random-170-2,0,0,true,8798,514,514
AlphabeticalUnsound,random-70-10,0,2,true,160,378,378
AlphabeticalComplete,random-190-3,0,0,true,9697,558,558
AlphabeticalUnsound,random-190-8,0,1,true,1310,1128,1128
AlphabeticalComplete,random-80-4,0,0,true,1537,223,223
AlphabeticalComplete,random-180-9,0,1,true,7103,509,509
AlphabeticalComplete,random-110-2,0,2,true,3763,372,372
AlphabeticalRelevant,argus-diesel-15009615579564917699,0,2,true,3485,158,158
AlphabeticalComplete,manual-13,0,0,true,1663,233,233
AlphabeticalRelevant,random-180-9,0,0,true,14384,106,106
AlphabeticalUnsound,random-20-10,0,0,true,16,114,114
AlphabeticalUnsound,random-20-10,0,1,true,16,114,114
AlphabeticalUnsound,random-20-10,0,2,true,16,114,114
AlphabeticalRelevant,random-110-3,0,0,false,5332,186,186
AlphabeticalUnsound,random-190-4,0,0,true,1347,1044,1044
AlphabeticalRelevant,random-70-5,0,0,true,869,46,46
AlphabeticalComplete,random-20-10,0,0,true,97,59,59
AlphabeticalRelevant,random-180-9,0,1,true,14154,106,106
AlphabeticalComplete,random-20-10,0,1,true,98,59,59
AlphabeticalComplete,random-20-10,0,2,true,98,59,59
AlphabeticalComplete,random-110-3,0,1,true,3371,365,365
AlphabeticalComplete,random-70-10,0,0,true,1006,199,199
AlphabeticalRelevant,random-110-2,0,0,false,6113,172,172
AlphabeticalRelevant,random-20-10,0,0,true,92,38,38
AlphabeticalComplete,random-180-8,0,1,true,7420,523,523
AlphabeticalRelevant,random-20-10,0,1,true,93,38,38
AlphabeticalComplete,random-200-2,0,0,true,11809,565,565
AlphabeticalComplete,random-130-10,0,0,true,3858,376,376
AlphabeticalRelevant,random-20-10,0,2,true,92,38,38
AlphabeticalComplete,argus-diesel-1094926252705493355,0,1,true,7996,322,322
AlphabeticalUnsound,random-190-8,0,2,true,1313,1128,1128
AlphabeticalComplete,random-100-2,0,1,true,2912,294,294
AlphabeticalUnsound,random-200-6,0,0,true,1538,1188,1188
AlphabeticalRelevant,random-70-5,0,1,true,871,46,46
AlphabeticalRelevant,random-110-8,0,2,true,3383,84,84
AlphabeticalUnsound,random-90-2,0,0,true,368,522,522
AlphabeticalUnsound,random-120-4,0,0,true,585,690,690
AlphabeticalRelevant,random-110-4,0,1,true,3626,92,92
AlphabeticalComplete,random-80-4,0,1,true,1540,223,223
AlphabeticalRelevant,random-180-9,0,2,true,14292,106,106
AlphabeticalComplete,random-70-10,0,1,true,1013,199,199
AlphabeticalUnsound,random-190-4,0,1,true,1347,1044,1044
AlphabeticalUnsound,random-90-2,0,1,true,361,522,522
AlphabeticalUnsound,random-110-9,0,0,true,450,654,654
AlphabeticalRelevant,random-110-10,0,0,true,4753,94,94
AlphabeticalComplete,manual-13,0,1,true,1664,233,233
AlphabeticalUnsound,random-120-4,0,1,true,583,690,690
AlphabeticalComplete,random-120-2,0,2,true,4316,397,397
AlphabeticalUnsound,random-190-2,0,0,true,1624,1122,1122
AlphabeticalUnsound,random-90-2,0,2,true,352,522,522
AlphabeticalRelevant,random-70-5,0,2,true,871,46,46
AlphabeticalUnsound,random-110-9,0,1,true,440,654,654
AlphabeticalComplete,random-150-6,0,2,true,5579,454,454
AlphabeticalRelevant,random-190-5,0,0,false,14405,152,152
AlphabeticalRelevant,random-130-5,0,0,false,4604,133,133
AlphabeticalUnsound,random-70-6,0,0,true,201,414,414
AlphabeticalComplete,random-160-9,0,2,true,5776,452,452
AlphabeticalRelevant,random-120-6,0,1,true,3662,94,94
AlphabeticalUnsound,random-70-6,0,1,true,201,414,414
AlphabeticalUnsound,random-120-4,0,2,true,582,690,690
AlphabeticalUnsound,random-110-9,0,2,true,451,654,654
AlphabeticalComplete,random-160-10,0,2,true,5858,476,476
AlphabeticalComplete,random-170-10,0,1,true,6200,482,482
AlphabeticalComplete,random-70-10,0,2,true,1031,199,199
AlphabeticalComplete,random-160-3,0,0,true,7592,517,517
AlphabeticalUnsound,random-200-6,0,1,true,1539,1188,1188
AlphabeticalUnsound,random-70-6,0,2,true,200,414,414
AlphabeticalComplete,random-170-3,0,0,true,8038,541,541
AlphabeticalComplete,random-190-10,0,1,true,8117,552,552
AlphabeticalRelevant,random-110-3,0,1,false,5327,186,186
AlphabeticalComplete,random-150-4,0,1,true,5969,458,458
AlphabeticalUnsound,random-190-4,0,2,true,1346,1044,1044
AlphabeticalComplete,random-80-4,0,2,true,1544,223,223
AlphabeticalComplete,random-190-9,0,1,true,8227,555,555
AlphabeticalRelevant,random-70-10,0,0,true,602,42,42
AlphabeticalComplete,random-160-5,0,2,true,6048,459,459
AlphabeticalComplete,manual-13,0,2,true,1666,233,233
AlphabeticalComplete,random-170-4,0,1,true,7691,531,531
AlphabeticalUnsound,random-190-2,0,1,true,1627,1122,1122
AlphabeticalRelevant,random-70-10,0,1,true,603,42,42
AlphabeticalComplete,random-70-6,0,0,true,1286,220,220
AlphabeticalComplete,random-110-3,0,2,true,3377,365,365
AlphabeticalComplete,random-100-2,0,2,true,2902,294,294
AlphabeticalComplete,random-190-5,0,1,true,8758,567,567
AlphabeticalComplete,random-180-5,0,0,true,7965,546,546
AlphabeticalUnsound,random-200-6,0,2,true,1540,1188,1188
AlphabeticalRelevant,random-70-10,0,2,true,604,42,42
AlphabeticalComplete,random-90-2,0,0,true,2500,306,306
AlphabeticalComplete,random-200-9,0,1,true,8811,563,563
AlphabeticalComplete,random-150-3,0,2,true,6460,481,481
AlphabeticalComplete,random-130-10,0,1,true,3857,376,376
AlphabeticalUnsound,random-130-3,0,0,true,709,750,750
AlphabeticalUnsound,random-70-2,0,0,true,226,408,408
AlphabeticalRelevant,argus-diesel-1094926252705493355,0,0,true,11334,268,268
AlphabeticalUnsound,random-90-6,0,0,true,227,372,372
AlphabeticalUnsound,random-70-2,0,1,true,226,408,408
AlphabeticalRelevant,random-80-4,0,0,true,1898,97,97
AlphabeticalRelevant,manual-13,0,0,false,1601,111,111
AlphabeticalUnsound,random-90-6,0,1,true,228,372,372
AlphabeticalRelevant,random-110-4,0,2,true,3634,92,92
AlphabeticalUnsound,random-70-2,0,2,true,226,408,408
AlphabeticalComplete,random-70-6,0,1,true,1290,220,220
AlphabeticalUnsound,random-90-6,0,2,true,228,372,372
AlphabeticalUnsound,random-190-2,0,2,true,1628,1122,1122
AlphabeticalUnsound,random-130-3,0,1,true,711,750,750
AlphabeticalComplete,random-110-9,0,0,true,2882,311,311
AlphabeticalUnsound,random-110-5,0,0,true,476,636,636
AlphabeticalComplete,random-190-7,0,1,true,8642,559,559
AlphabeticalComplete,random-170-8,0,2,true,6786,502,502
AlphabeticalRelevant,argus-diesel-2315795211719089505,0,1,true,11542,408,408
AlphabeticalComplete,random-200-10,0,2,true,7001,463,463
AlphabeticalUnsound,random-110-5,0,1,true,476,636,636
AlphabeticalRelevant,random-120-6,0,2,true,3676,94,94
AlphabeticalUnsound,random-130-3,0,2,true,713,750,750
AlphabeticalComplete,argus-diesel-1094926252705493355,0,2,true,7983,322,322
AlphabeticalComplete,random-180-3,0,1,true,9093,571,571
AlphabeticalComplete,random-200-4,0,1,true,10471,627,627
AlphabeticalComplete,random-120-4,0,0,true,3842,375,375
AlphabeticalUnsound,random-110-5,0,2,true,476,636,636
AlphabeticalRelevant,random-110-10,0,1,true,4770,94,94
AlphabeticalComplete,random-70-6,0,2,true,1290,220,220
AlphabeticalUnsound,random-120-7,0,0,true,533,708,708
AlphabeticalRelevant,manual-13,0,1,false,1602,111,111
AlphabeticalComplete,random-70-2,0,0,true,1537,237,237
AlphabeticalRelevant,random-110-2,0,1,false,6150,172,172
AlphabeticalComplete,random-90-6,0,0,true,1504,208,208
AlphabeticalRelevant,random-80-4,0,1,true,1909,97,97
AlphabeticalRelevant,random-130-5,0,1,false,4640,133,133
AlphabeticalComplete,argus-diesel-2315795211719089505,0,2,true,8209,447,447
AlphabeticalComplete,random-200-7,0,1,true,9821,595,595
AlphabeticalComplete,random-90-2,0,1,true,2532,306,306
AlphabeticalUnsound,random-120-7,0,1,true,533,708,708
AlphabeticalComplete,random-180-9,0,2,true,7119,509,509
AlphabeticalUnsound,random-70-8,0,0,true,200,414,414
AlphabeticalUnsound,random-70-3,0,0,true,211,402,402
AlphabeticalComplete,random-190-6,0,1,true,8794,579,579
AlphabeticalUnsound,random-70-8,0,1,true,199,414,414
AlphabeticalUnsound,random-70-3,0,1,true,211,402,402
AlphabeticalComplete,random-200-3,0,1,true,11000,624,624
AlphabeticalUnsound,random-70-8,0,2,true,201,414,414
AlphabeticalUnsound,random-120-7,0,2,true,534,708,708
AlphabeticalUnsound,random-70-3,0,2,true,212,402,402
AlphabeticalRelevant,random-70-6,0,0,true,1464,87,87
AlphabeticalComplete,random-180-8,0,2,true,7424,523,523
AlphabeticalRelevant,random-100-2,0,0,true,4193,80,80
AlphabeticalRelevant,random-110-3,0,2,false,5341,186,186
AlphabeticalComplete,random-70-2,0,1,true,1553,237,237
AlphabeticalRelevant,manual-13,0,2,false,1607,111,111
AlphabeticalUnsound,manual-14,0,0,true,24,108,108
AlphabeticalComplete,random-90-6,0,1,true,1507,208,208
AlphabeticalUnsound,manual-14,0,1,true,23,108,108
AlphabeticalComplete,random-170-2,0,1,true,8712,514,514
AlphabeticalUnsound,manual-14,0,2,true,23,108,108
AlphabeticalComplete,random-110-9,0,1,true,2900,311,311
AlphabeticalUnsound,random-80-10,0,0,true,244,468,468
AlphabeticalComplete,manual-14,0,0,true,158,71,71
AlphabeticalComplete,random-130-10,0,2,true,3867,376,376
AlphabeticalComplete,manual-14,0,1,true,158,71,71
AlphabeticalRelevant,random-120-2,0,0,false,6643,207,207
AlphabeticalUnsound,random-80-10,0,1,true,244,468,468
AlphabeticalRelevant,random-80-4,0,2,true,1912,97,97
AlphabeticalComplete,manual-14,0,2,true,158,71,71
AlphabeticalRelevant,random-200-9,0,0,false,19502,177,177
AlphabeticalComplete,random-170-10,0,2,true,6203,482,482
AlphabeticalComplete,random-70-8,0,0,true,1266,210,210
AlphabeticalComplete,random-150-4,0,2,true,5991,458,458
AlphabeticalRelevant,manual-14,0,0,true,107,44,44
AlphabeticalUnsound,random-80-10,0,2,true,243,468,468
AlphabeticalRelevant,manual-14,0,1,true,107,44,44
AlphabeticalUnsound,random-80-5,0,0,true,251,450,450
AlphabeticalComplete,random-190-6,0,2,true,8802,579,579
AlphabeticalRelevant,manual-14,0,2,true,107,44,44
AlphabeticalUnsound,manual-15,0,0,true,4,48,48
AlphabeticalUnsound,manual-15,0,1,true,4,48,48
AlphabeticalComplete,random-70-3,0,0,true,1365,220,220
AlphabeticalUnsound,manual-15,0,2,true,4,48,48
AlphabeticalComplete,random-200-5,0,1,true,10159,621,621
AlphabeticalComplete,manual-15,0,0,true,26,31,31
AlphabeticalComplete,manual-15,0,1,true,26,31,31
AlphabeticalComplete,manual-15,0,2,true,26,31,31
AlphabeticalRelevant,manual-15,0,0,true,25,25,25
AlphabeticalRelevant,manual-15,0,1,true,24,25,25
AlphabeticalUnsound,random-80-5,0,1,true,245,450,450
AlphabeticalRelevant,manual-15,0,2,true,24,25,25
AlphabeticalUnsound,manual-2,0,0,true,27,150,150
AlphabeticalUnsound,manual-2,0,1,true,27,150,150
AlphabeticalUnsound,manual-2,0,2,true,27,150,150
AlphabeticalRelevant,random-150-3,0,1,true,10550,178,178
AlphabeticalComplete,random-190-8,0,0,true,8409,559,559
AlphabeticalRelevant,random-70-6,0,1,true,1465,87,87
AlphabeticalComplete,random-190-3,0,1,true,9770,558,558
AlphabeticalUnsound,random-80-5,0,2,true,245,450,450
AlphabeticalComplete,manual-2,0,0,true,163,69,69
AlphabeticalComplete,random-110-5,0,0,true,3093,344,344
AlphabeticalComplete,random-90-2,0,2,true,2520,306,306
AlphabeticalComplete,manual-2,0,1,true,163,69,69
AlphabeticalComplete,random-70-2,0,2,true,1553,237,237
AlphabeticalRelevant,random-200-3,0,0,true,22896,173,173
AlphabeticalComplete,random-90-6,0,2,true,1508,208,208
AlphabeticalComplete,manual-2,0,2,true,163,69,69
AlphabeticalRelevant,random-160-9,0,0,true,7599,90,90
AlphabeticalRelevant,manual-2,0,0,true,207,39,39
AlphabeticalComplete,random-70-8,0,1,true,1268,210,210
AlphabeticalRelevant,manual-2,0,1,true,207,39,39
AlphabeticalComplete,random-120-4,0,1,true,3854,375,375
AlphabeticalComplete,random-160-3,0,1,true,7650,517,517
AlphabeticalRelevant,random-160-10,0,0,true,7825,118,118
AlphabeticalRelevant,manual-2,0,2,true,207,39,39
AlphabeticalComplete,random-70-3,0,1,true,1368,220,220
AlphabeticalComplete,random-80-10,0,0,true,1539,216,216
AlphabeticalUnsound,manual-3,0,0,true,22,54,54
AlphabeticalUnsound,manual-3,0,1,true,22,54,54
AlphabeticalUnsound,manual-3,0,2,true,22,54,54
AlphabeticalRelevant,random-150-6,0,0,false,8429,137,137
AlphabeticalRelevant,random-110-10,0,2,true,4650,94,94
AlphabeticalComplete,manual-3,0,0,true,136,33,33
AlphabeticalComplete,random-130-3,0,0,true,4635,393,393
AlphabeticalComplete,random-170-3,0,1,true,8085,541,541
AlphabeticalRelevant,random-170-10,0,0,true,8574,82,82
AlphabeticalRelevant,random-90-6,0,0,false,993,71,71
AlphabeticalComplete,manual-3,0,1,true,136,33,33
AlphabeticalComplete,random-190-10,0,2,true,8160,552,552
AlphabeticalRelevant,random-70-6,0,2,true,1467,87,87
AlphabeticalComplete,manual-3,0,2,true,136,33,33
AlphabeticalRelevant,manual-3,0,0,true,54,12,12
AlphabeticalComplete,random-120-7,0,0,true,3406,335,335
AlphabeticalRelevant,manual-3,0,1,true,55,12,12
AlphabeticalComplete,random-80-5,0,0,true,1571,219,219
AlphabeticalRelevant,random-70-2,0,0,false,1322,86,86
AlphabeticalUnsound,random-70-7,0,0,true,192,402,402
AlphabeticalRelevant,manual-3,0,2,true,55,12,12
AlphabeticalComplete,random-110-9,0,2,true,2912,311,311
AlphabeticalUnsound,random-70-7,0,1,true,192,402,402
AlphabeticalComplete,random-170-4,0,2,true,7693,531,531
AlphabeticalComplete,random-70-8,0,2,true,1267,210,210
AlphabeticalComplete,random-190-9,0,2,true,8321,555,555
AlphabeticalRelevant,random-130-5,0,2,false,4644,133,133
AlphabeticalUnsound,random-70-7,0,2,true,197,402,402
AlphabeticalRelevant,random-90-6,0,1,false,990,71,71
AlphabeticalUnsound,random-180-4,0,0,true,1165,930,930
AlphabeticalComplete,random-70-3,0,2,true,1371,220,220
AlphabeticalComplete,random-80-10,0,1,true,1539,216,216
AlphabeticalComplete,random-180-5,0,1,true,7939,546,546
AlphabeticalUnsound,random-130-6,0,0,true,651,774,774
AlphabeticalRelevant,random-190-6,0,0,true,12142,116,116
AlphabeticalComplete,random-190-4,0,0,true,9194,564,564
AlphabeticalRelevant,random-100-2,0,1,true,4215,80,80
AlphabeticalRelevant,random-70-2,0,1,false,1327,86,86
AlphabeticalRelevant,random-70-8,0,0,true,1200,66,66
AlphabeticalComplete,random-80-5,0,1,true,1560,219,219
AlphabeticalRelevant,random-90-2,0,0,false,3087,121,121
AlphabeticalComplete,random-200-2,0,1,true,11907,565,565
AlphabeticalComplete,random-110-5,0,1,true,3128,344,344
AlphabeticalComplete,random-70-7,0,0,true,1225,202,202
AlphabeticalRelevant,random-90-6,0,2,false,989,71,71
AlphabeticalRelevant,random-160-5,0,0,true,9412,116,116
AlphabeticalRelevant,random-70-3,0,0,true,943,70,70
AlphabeticalUnsound,random-130-6,0,1,true,661,774,774
AlphabeticalComplete,random-190-5,0,2,true,8842,567,567
AlphabeticalRelevant,random-110-2,0,2,false,6163,172,172
AlphabeticalUnsound,random-180-4,0,1,true,1169,930,930
AlphabeticalRelevant,random-170-2,0,0,true,6499,98,98
AlphabeticalUnsound,random-90-7,0,0,true,294,510,510
AlphabeticalUnsound,random-90-7,0,1,true,290,510,510
AlphabeticalUnsound,random-130-6,0,2,true,660,774,774
AlphabeticalComplete,random-200-9,0,2,true,8897,563,563
AlphabeticalRelevant,random-170-3,0,0,true,17336,235,235
AlphabeticalComplete,random-80-10,0,2,true,1545,216,216
AlphabeticalUnsound,random-90-7,0,2,true,292,510,510
AlphabeticalRelevant,random-70-3,0,1,true,943,70,70
AlphabeticalRelevant,random-70-2,0,2,false,1325,86,86
AlphabeticalUnsound,random-90-8,0,0,true,297,510,510
AlphabeticalRelevant,random-70-8,0,1,true,1196,66,66
AlphabeticalComplete,random-70-7,0,1,true,1223,202,202
AlphabeticalUnsound,random-90-8,0,1,true,297,510,510
AlphabeticalComplete,random-120-4,0,2,true,3854,375,375
AlphabeticalUnsound,random-180-4,0,2,true,1168,930,930
AlphabeticalComplete,random-200-6,0,0,true,9972,585,585
AlphabeticalComplete,random-80-5,0,2,true,1573,219,219
AlphabeticalUnsound,random-90-8,0,2,true,297,510,510
AlphabeticalComplete,random-120-7,0,1,true,3422,335,335
AlphabeticalComplete,random-190-7,0,2,true,8707,559,559
AlphabeticalRelevant,random-190-5,0,1,false,14613,152,152
AlphabeticalRelevant,random-70-3,0,2,true,941,70,70
AlphabeticalRelevant,random-70-8,0,2,true,1198,66,66
AlphabeticalComplete,random-70-7,0,2,true,1221,202,202
AlphabeticalUnsound,random-70-9,0,0,true,189,414,414
AlphabeticalRelevant,random-120-2,0,1,false,6613,207,207
AlphabeticalComplete,random-180-3,0,2,true,9138,571,571
AlphabeticalComplete,random-130-3,0,1,true,4633,393,393
AlphabeticalRelevant,random-130-10,0,0,true,6847,118,118
AlphabeticalUnsound,random-70-9,0,1,true,188,414,414
AlphabeticalComplete,random-90-7,0,0,true,1854,252,252
AlphabeticalUnsound,random-70-9,0,2,true,192,414,414
AlphabeticalUnsound,random-170-6,0,0,true,1066,948,948
AlphabeticalRelevant,random-90-2,0,1,false,3085,121,121
AlphabeticalComplete,random-110-5,0,2,true,3113,344,344
AlphabeticalUnsound,random-110-6,0,0,true,476,642,642
AlphabeticalRelevant,random-110-9,0,0,true,4648,80,80
AlphabeticalRelevant,argus-diesel-1094926252705493355,0,1,true,11457,268,268
AlphabeticalRelevant,random-80-10,0,0,true,2699,83,83
AlphabeticalRelevant,random-150-4,0,0,true,7393,107,107
AlphabeticalComplete,random-90-8,0,0,true,1903,252,252
AlphabeticalComplete,random-190-2,0,0,true,11018,617,617
AlphabeticalUnsound,random-110-6,0,1,true,475,642,642
AlphabeticalRelevant,random-100-2,0,2,true,4219,80,80
AlphabeticalComplete,random-70-9,0,0,true,1207,214,214
AlphabeticalUnsound,random-110-6,0,2,true,476,642,642
AlphabeticalUnsound,random-170-6,0,1,true,1068,948,948
AlphabeticalRelevant,random-80-5,0,0,true,2644,80,80
AlphabeticalRelevant,random-70-7,0,0,true,1683,76,76
AlphabeticalComplete,random-200-4,0,2,true,10566,627,627
AlphabeticalRelevant,random-180-8,0,0,true,8776,82,82
AlphabeticalComplete,random-170-2,0,2,true,8727,514,514
AlphabeticalUnsound,random-100-3,0,0,true,410,576,576
AlphabeticalComplete,random-200-7,0,2,true,10021,595,595
AlphabeticalRelevant,random-90-7,0,0,true,2632,89,89
AlphabeticalRelevant,random-170-8,0,0,true,11417,114,114
AlphabeticalComplete,random-90-7,0,1,true,1917,252,252
AlphabeticalUnsound,random-100-3,0,1,true,411,576,576
AlphabeticalRelevant,argus-diesel-2315795211719089505,0,2,true,11525,408,408
AlphabeticalRelevant,random-160-9,0,1,true,7604,90,90
AlphabeticalUnsound,random-200-8,0,0,true,1359,1104,1104
AlphabeticalComplete,random-130-6,0,0,true,4280,384,384
AlphabeticalComplete,random-190-8,0,1,true,8341,559,559
AlphabeticalUnsound,random-90-4,0,0,true,314,492,492
AlphabeticalUnsound,random-100-3,0,2,true,410,576,576
AlphabeticalComplete,random-120-7,0,2,true,3430,335,335
AlphabeticalUnsound,random-170-6,0,2,true,1065,948,948
AlphabeticalComplete,random-160-3,0,2,true,7668,517,517
AlphabeticalComplete,random-70-9,0,1,true,1208,214,214
AlphabeticalUnsound,random-170-5,0,0,true,1136,1008,1008
AlphabeticalUnsound,random-90-4,0,1,true,314,492,492
AlphabeticalComplete,random-90-8,0,1,true,1907,252,252
AlphabeticalRelevant,random-160-10,0,1,true,7866,118,118
AlphabeticalUnsound,random-90-4,0,2,true,314,492,492
AlphabeticalRelevant,random-70-7,0,1,true,1684,76,76
AlphabeticalComplete,random-200-3,0,2,true,11063,624,624
AlphabeticalRelevant,random-90-2,0,2,false,3097,121,121
AlphabeticalComplete,random-170-3,0,2,true,8136,541,541
AlphabeticalUnsound,random-90-3,0,0,true,309,456,456
AlphabeticalRelevant,random-80-10,0,1,true,2700,83,83
AlphabeticalUnsound,random-200-8,0,1,true,1362,1104,1104
AlphabeticalUnsound,random-170-5,0,1,true,1138,1008,1008
AlphabeticalRelevant,random-150-6,0,1,false,8550,137,137
AlphabeticalComplete,random-70-9,0,2,true,1202,214,214
AlphabeticalUnsound,random-90-3,0,1,true,309,456,456
AlphabeticalComplete,random-90-7,0,2,true,1854,252,252
AlphabeticalComplete,random-190-3,0,2,true,9817,558,558
AlphabeticalComplete,random-200-5,0,2,true,10219,621,621
AlphabeticalRelevant,random-170-10,0,1,true,8627,82,82
AlphabeticalRelevant,random-170-2,0,1,true,6493,98,98
AlphabeticalRelevant,random-80-5,0,1,true,2653,80,80
AlphabeticalRelevant,random-200-4,0,0,true,25490,222,222
AlphabeticalUnsound,random-90-3,0,2,true,309,456,456
AlphabeticalUnsound,random-90-9,0,0,true,299,522,522
AlphabeticalRelevant,random-190-6,0,1,true,12296,116,116
AlphabeticalUnsound,random-80-2,0,0,true,294,462,462
AlphabeticalComplete,random-110-6,0,0,true,3061,344,344
AlphabeticalUnsound,random-90-9,0,1,true,300,522,522
AlphabeticalRelevant,random-90-7,0,1,true,2621,89,89
AlphabeticalRelevant,random-150-3,0,2,true,10614,178,178
AlphabeticalComplete,random-130-3,0,2,true,4661,393,393
AlphabeticalComplete,random-90-8,0,2,true,1907,252,252
AlphabeticalUnsound,random-80-2,0,1,true,294,462,462
AlphabeticalUnsound,random-90-9,0,2,true,301,522,522
AlphabeticalRelevant,random-70-7,0,2,true,1686,76,76
AlphabeticalUnsound,random-160-4,0,0,true,1062,948,948
AlphabeticalUnsound,random-170-5,0,2,true,1137,1008,1008
AlphabeticalComplete,random-180-5,0,2,true,8213,546,546
AlphabeticalRelevant,random-70-9,0,0,true,1482,89,89
AlphabeticalUnsound,random-200-8,0,2,true,1361,1104,1104
AlphabeticalUnsound,random-80-2,0,2,true,294,462,462
AlphabeticalComplete,random-90-4,0,0,true,2019,258,258
AlphabeticalUnsound,random-130-2,0,0,true,773,768,768
AlphabeticalRelevant,random-110-5,0,0,true,4661,134,134
AlphabeticalComplete,random-100-3,0,0,true,2689,337,337
AlphabeticalRelevant,random-110-9,0,1,true,4665,80,80
AlphabeticalComplete,random-90-3,0,0,true,2013,243,243
AlphabeticalRelevant,random-120-4,0,0,true,7116,172,172
AlphabeticalUnsound,random-130-2,0,1,true,772,768,768
AlphabeticalUnsound,random-160-4,0,1,true,1064,948,948
AlphabeticalRelevant,random-190-6,0,2,true,12286,116,116
AlphabeticalComplete,random-190-4,0,1,true,9305,564,564
AlphabeticalRelevant,random-200-2,0,0,true,20122,86,86
AlphabeticalRelevant,random-90-8,0,0,true,1540,38,38
AlphabeticalRelevant,random-80-10,0,2,true,2697,83,83
AlphabeticalRelevant,random-190-9,0,0,false,10208,120,120
AlphabeticalRelevant,random-120-7,0,0,true,3873,47,47
AlphabeticalRelevant,random-70-9,0,1,true,1481,89,89
AlphabeticalRelevant,random-120-2,0,2,false,6745,207,207
AlphabeticalComplete,random-130-6,0,1,true,4276,384,384
AlphabeticalUnsound,random-130-2,0,2,true,775,768,768
AlphabeticalComplete,random-180-4,0,0,true,7903,479,479
AlphabeticalComplete,random-90-9,0,0,true,1911,259,259
AlphabeticalRelevant,random-80-5,0,2,true,2654,80,80
AlphabeticalRelevant,random-130-10,0,1,true,6870,118,118
AlphabeticalRelevant,random-160-5,0,1,true,9508,116,116
AlphabeticalComplete,random-80-2,0,0,true,1934,252,252
AlphabeticalUnsound,random-80-6,0,0,true,232,426,426
AlphabeticalUnsound,random-160-4,0,2,true,1067,948,948
AlphabeticalComplete,random-90-4,0,1,true,2024,258,258
AlphabeticalRelevant,random-90-7,0,2,true,2630,89,89
AlphabeticalUnsound,random-120-3,0,0,true,597,642,642
AlphabeticalRelevant,random-170-10,0,2,true,8855,82,82
AlphabeticalUnsound,random-80-6,0,1,true,233,426,426
AlphabeticalUnsound,random-160-7,0,0,true,955,942,942
AlphabeticalUnsound,random-80-6,0,2,true,233,426,426
AlphabeticalComplete,random-110-6,0,1,true,3065,344,344
AlphabeticalComplete,random-90-3,0,1,true,2017,243,243
AlphabeticalRelevant,random-90-8,0,1,true,1548,38,38
AlphabeticalUnsound,random-120-3,0,1,true,595,642,642
AlphabeticalRelevant,random-180-3,0,0,false,12088,178,178
AlphabeticalComplete,random-100-3,0,1,true,2693,337,337
AlphabeticalRelevant,random-70-9,0,2,true,1483,89,89
AlphabeticalRelevant,random-190-5,0,2,false,14552,152,152
AlphabeticalUnsound,random-160-7,0,1,true,947,942,942
AlphabeticalRelevant,argus-diesel-1094926252705493355,0,2,true,11463,268,268
AlphabeticalRelevant,random-150-4,0,1,true,7403,107,107
AlphabeticalRelevant,random-180-5,0,0,true,3444,72,72
AlphabeticalUnsound,random-120-3,0,2,true,594,642,642
AlphabeticalComplete,random-90-9,0,1,true,1915,259,259
AlphabeticalUnsound,random-130-4,0,0,true,701,762,762
AlphabeticalComplete,random-200-6,0,1,true,10048,585,585
AlphabeticalComplete,random-80-2,0,1,true,1930,252,252
AlphabeticalComplete,random-80-6,0,0,true,1507,216,216
AlphabeticalUnsound,random-160-7,0,2,true,942,942,942
AlphabeticalComplete,random-90-4,0,2,true,2024,258,258
AlphabeticalComplete,random-190-2,0,1,true,11095,617,617
AlphabeticalComplete,random-200-2,0,2,true,11975,565,565
AlphabeticalUnsound,random-130-4,0,1,true,700,762,762
AlphabeticalRelevant,random-160-9,0,2,true,7692,90,90
AlphabeticalRelevant,random-90-8,0,2,true,1551,38,38
AlphabeticalComplete,random-170-6,0,0,true,6861,486,486
AlphabeticalComplete,random-90-3,0,2,true,2015,243,243
AlphabeticalRelevant,random-110-5,0,1,true,4647,134,134
AlphabeticalRelevant,random-110-9,0,2,true,4690,80,80
AlphabeticalUnsound,random-130-4,0,2,true,701,762,762
AlphabeticalRelevant,random-120-7,0,1,true,3880,47,47
AlphabeticalUnsound,random-160-6,0,0,true,989,936,936
AlphabeticalRelevant,random-180-8,0,1,true,8825,82,82
AlphabeticalUnsound,random-120-10,0,0,true,519,690,690
AlphabeticalUnsound,random-180-10,0,0,true,1110,1002,1002
AlphabeticalComplete,random-80-6,0,1,true,1505,216,216
AlphabeticalComplete,random-90-9,0,2,true,1917,259,259
AlphabeticalComplete,random-100-3,0,2,true,2685,337,337
AlphabeticalRelevant,random-180-4,0,0,true,3348,41,41
AlphabeticalRelevant,random-190-10,0,0,true,15081,134,134
